time (s),v("/sine_in" ?result "tran") (V),v("/Freq" ?result "tran") (FF)
22.18E-3,-770.9E-3,1.212E3
22.21E-3,-905.1E-3,1.212E3
22.25E-3,-982.4E-3,1.212E3
22.28E-3,-998.0E-3,1.212E3
22.31E-3,-950.8E-3,1.212E3
22.34E-3,-843.9E-3,1.212E3
22.38E-3,-684.0E-3,1.212E3
22.41E-3,-481.0E-3,1.212E3
22.44E-3,-247.9E-3,1.212E3
22.47E-3,41.12E-6,1.221E3
22.51E-3,248.8E-3,1.221E3
22.54E-3,481.8E-3,1.221E3
22.57E-3,684.7E-3,1.221E3
22.61E-3,844.4E-3,1.221E3
22.64E-3,951.1E-3,1.221E3
22.67E-3,998.0E-3,1.221E3
22.70E-3,982.2E-3,1.221E3
22.74E-3,904.7E-3,1.221E3
22.77E-3,770.3E-3,1.221E3
22.80E-3,587.5E-3,1.221E3
22.83E-3,367.7E-3,1.221E3
22.87E-3,124.9E-3,1.221E3
22.90E-3,-125.8E-3,1.221E3
22.93E-3,-368.6E-3,1.221E3
22.96E-3,-588.2E-3,1.221E3
23.00E-3,-770.9E-3,1.221E3
23.03E-3,-905.1E-3,1.221E3
23.06E-3,-982.4E-3,1.221E3
23.09E-3,-998.0E-3,1.221E3
23.13E-3,-950.8E-3,1.221E3
23.16E-3,-843.9E-3,1.221E3
23.19E-3,-684.0E-3,1.221E3
23.22E-3,-481.0E-3,1.221E3
23.26E-3,-247.9E-3,1.221E3
23.29E-3,41.24E-6,1.229E3
23.32E-3,248.8E-3,1.229E3
23.35E-3,481.8E-3,1.229E3
23.39E-3,684.6E-3,1.229E3
23.42E-3,844.4E-3,1.229E3
23.45E-3,951.1E-3,1.229E3
23.48E-3,998.0E-3,1.229E3
23.52E-3,982.2E-3,1.229E3
23.55E-3,904.7E-3,1.229E3
23.58E-3,770.3E-3,1.229E3
23.61E-3,587.5E-3,1.229E3
23.64E-3,367.7E-3,1.229E3
23.68E-3,124.9E-3,1.229E3
23.71E-3,-125.8E-3,1.229E3
23.74E-3,-368.6E-3,1.229E3
23.77E-3,-588.2E-3,1.229E3
23.81E-3,-770.9E-3,1.229E3
23.84E-3,-905.1E-3,1.229E3
23.87E-3,-982.4E-3,1.229E3
23.90E-3,-998.0E-3,1.229E3
23.94E-3,-950.8E-3,1.229E3
23.97E-3,-843.9E-3,1.229E3
24.00E-3,-684.0E-3,1.229E3
24.03E-3,-481.1E-3,1.229E3
24.06E-3,-247.9E-3,1.229E3
24.10E-3,41.36E-6,1.237E3
24.13E-3,248.8E-3,1.237E3
24.16E-3,481.8E-3,1.237E3
24.19E-3,684.6E-3,1.237E3
24.23E-3,844.4E-3,1.237E3
24.26E-3,951.1E-3,1.237E3
24.29E-3,998.0E-3,1.237E3
24.32E-3,982.2E-3,1.237E3
24.35E-3,904.7E-3,1.237E3
24.39E-3,770.3E-3,1.237E3
24.42E-3,587.5E-3,1.237E3
24.45E-3,367.8E-3,1.237E3
24.48E-3,124.9E-3,1.237E3
24.52E-3,-125.8E-3,1.237E3
24.55E-3,-368.6E-3,1.237E3
24.58E-3,-588.2E-3,1.237E3
24.61E-3,-770.9E-3,1.237E3
24.64E-3,-905.1E-3,1.237E3
24.68E-3,-982.4E-3,1.237E3
24.71E-3,-998.0E-3,1.237E3
24.74E-3,-950.8E-3,1.237E3
24.77E-3,-843.9E-3,1.237E3
24.80E-3,-684.0E-3,1.237E3
24.84E-3,-481.1E-3,1.237E3
24.87E-3,-247.9E-3,1.237E3
24.90E-3,41.47E-6,1.245E3
24.93E-3,248.8E-3,1.245E3
24.96E-3,481.8E-3,1.245E3
25.00E-3,684.6E-3,1.245E3
25.03E-3,844.4E-3,1.245E3
25.06E-3,951.1E-3,1.245E3
25.09E-3,998.0E-3,1.245E3
25.12E-3,982.2E-3,1.245E3
25.16E-3,904.7E-3,1.245E3
25.19E-3,770.3E-3,1.245E3
25.22E-3,587.5E-3,1.245E3
25.25E-3,367.8E-3,1.245E3
25.28E-3,124.9E-3,1.245E3
25.32E-3,-125.8E-3,1.245E3
25.35E-3,-368.6E-3,1.245E3
25.38E-3,-588.2E-3,1.245E3
25.41E-3,-770.9E-3,1.245E3
25.44E-3,-905.1E-3,1.245E3
25.48E-3,-982.4E-3,1.245E3
25.51E-3,-998.0E-3,1.245E3
25.54E-3,-950.8E-3,1.245E3
25.57E-3,-843.9E-3,1.245E3
25.60E-3,-684.0E-3,1.245E3
25.63E-3,-481.1E-3,1.245E3
25.67E-3,-247.9E-3,1.245E3
25.70E-3,41.58E-6,1.253E3
25.73E-3,248.8E-3,1.253E3
25.76E-3,481.8E-3,1.253E3
25.79E-3,684.6E-3,1.253E3
25.83E-3,844.4E-3,1.253E3
25.86E-3,951.1E-3,1.253E3
25.89E-3,998.0E-3,1.253E3
25.92E-3,982.2E-3,1.253E3
25.95E-3,904.7E-3,1.253E3
25.98E-3,770.3E-3,1.253E3
26.02E-3,587.5E-3,1.253E3
26.05E-3,367.8E-3,1.253E3
26.08E-3,124.9E-3,1.253E3
26.11E-3,-125.8E-3,1.253E3
26.14E-3,-368.6E-3,1.253E3
26.17E-3,-588.2E-3,1.253E3
26.21E-3,-770.9E-3,1.253E3
26.24E-3,-905.1E-3,1.253E3
26.27E-3,-982.4E-3,1.253E3
26.30E-3,-998.0E-3,1.253E3
26.33E-3,-950.8E-3,1.253E3
26.36E-3,-843.9E-3,1.253E3
26.40E-3,-684.0E-3,1.253E3
26.43E-3,-481.1E-3,1.253E3
26.46E-3,-247.9E-3,1.253E3
26.49E-3,41.68E-6,1.261E3
26.52E-3,248.8E-3,1.261E3
26.55E-3,481.8E-3,1.261E3
26.59E-3,684.6E-3,1.261E3
26.62E-3,844.4E-3,1.261E3
26.65E-3,951.1E-3,1.261E3
26.68E-3,998.0E-3,1.261E3
26.71E-3,982.2E-3,1.261E3
26.74E-3,904.7E-3,1.261E3
26.78E-3,770.3E-3,1.261E3
26.81E-3,587.5E-3,1.261E3
26.84E-3,367.8E-3,1.261E3
26.87E-3,124.9E-3,1.261E3
26.90E-3,-125.8E-3,1.261E3
26.93E-3,-368.6E-3,1.261E3
26.96E-3,-588.2E-3,1.261E3
27.00E-3,-770.9E-3,1.261E3
27.03E-3,-905.1E-3,1.261E3
27.06E-3,-982.4E-3,1.261E3
27.09E-3,-998.0E-3,1.261E3
27.12E-3,-950.9E-3,1.261E3
27.15E-3,-844.0E-3,1.261E3
27.18E-3,-684.0E-3,1.261E3
27.22E-3,-481.1E-3,1.261E3
27.25E-3,-247.9E-3,1.261E3
27.28E-3,41.79E-6,1.269E3
27.31E-3,248.8E-3,1.269E3
27.34E-3,481.8E-3,1.269E3
27.37E-3,684.6E-3,1.269E3
27.40E-3,844.4E-3,1.269E3
27.44E-3,951.1E-3,1.269E3
27.47E-3,998.0E-3,1.269E3
27.50E-3,982.2E-3,1.269E3
27.53E-3,904.7E-3,1.269E3
27.56E-3,770.3E-3,1.269E3
27.59E-3,587.5E-3,1.269E3
27.62E-3,367.8E-3,1.269E3
27.66E-3,124.9E-3,1.269E3
27.69E-3,-125.8E-3,1.269E3
27.72E-3,-368.6E-3,1.269E3
27.75E-3,-588.2E-3,1.269E3
27.78E-3,-770.9E-3,1.269E3
27.81E-3,-905.1E-3,1.269E3
27.84E-3,-982.4E-3,1.269E3
27.88E-3,-998.0E-3,1.269E3
27.91E-3,-950.9E-3,1.269E3
27.94E-3,-844.0E-3,1.269E3
27.97E-3,-684.0E-3,1.269E3
28.00E-3,-481.1E-3,1.269E3
28.03E-3,-247.9E-3,1.269E3
28.06E-3,41.89E-6,1.277E3
28.09E-3,248.8E-3,1.277E3
28.12E-3,481.8E-3,1.277E3
28.16E-3,684.6E-3,1.277E3
28.19E-3,844.4E-3,1.277E3
28.22E-3,951.1E-3,1.277E3
28.25E-3,998.0E-3,1.277E3
28.28E-3,982.2E-3,1.277E3
28.31E-3,904.7E-3,1.277E3
28.34E-3,770.3E-3,1.277E3
28.37E-3,587.5E-3,1.277E3
28.41E-3,367.8E-3,1.277E3
28.44E-3,124.9E-3,1.277E3
28.47E-3,-125.8E-3,1.277E3
28.50E-3,-368.6E-3,1.277E3
28.53E-3,-588.2E-3,1.277E3
28.56E-3,-770.9E-3,1.277E3
28.59E-3,-905.1E-3,1.277E3
28.62E-3,-982.4E-3,1.277E3
28.65E-3,-998.0E-3,1.277E3
28.69E-3,-950.9E-3,1.277E3
28.72E-3,-844.0E-3,1.277E3
28.75E-3,-684.0E-3,1.277E3
28.78E-3,-481.1E-3,1.277E3
28.81E-3,-247.9E-3,1.277E3
28.84E-3,41.99E-6,1.285E3
28.87E-3,248.8E-3,1.285E3
28.90E-3,481.8E-3,1.285E3
28.93E-3,684.6E-3,1.285E3
28.97E-3,844.4E-3,1.285E3
29.00E-3,951.1E-3,1.285E3
29.03E-3,998.0E-3,1.285E3
29.06E-3,982.2E-3,1.285E3
29.09E-3,904.7E-3,1.285E3
29.12E-3,770.3E-3,1.285E3
29.15E-3,587.5E-3,1.285E3
29.18E-3,367.8E-3,1.285E3
29.21E-3,124.9E-3,1.285E3
29.24E-3,-125.8E-3,1.285E3
29.27E-3,-368.6E-3,1.285E3
29.31E-3,-588.2E-3,1.285E3
29.34E-3,-770.8E-3,1.285E3
29.37E-3,-905.1E-3,1.285E3
29.40E-3,-982.4E-3,1.285E3
29.43E-3,-998.0E-3,1.285E3
29.46E-3,-950.9E-3,1.285E3
29.49E-3,-844.0E-3,1.285E3
29.52E-3,-684.0E-3,1.285E3
29.55E-3,-481.1E-3,1.285E3
29.58E-3,-247.9E-3,1.285E3
29.61E-3,42.08E-6,1.292E3
29.65E-3,248.8E-3,1.292E3
29.68E-3,481.8E-3,1.292E3
29.71E-3,684.6E-3,1.292E3
29.74E-3,844.4E-3,1.292E3
29.77E-3,951.1E-3,1.292E3
29.80E-3,998.0E-3,1.292E3
29.83E-3,982.2E-3,1.292E3
29.86E-3,904.7E-3,1.292E3
29.89E-3,770.3E-3,1.292E3
29.92E-3,587.5E-3,1.292E3
29.95E-3,367.8E-3,1.292E3
29.98E-3,124.9E-3,1.292E3
30.02E-3,-125.8E-3,1.292E3
30.05E-3,-368.6E-3,1.292E3
30.08E-3,-588.2E-3,1.292E3
30.11E-3,-770.8E-3,1.292E3
30.14E-3,-905.1E-3,1.292E3
30.17E-3,-982.4E-3,1.292E3
30.20E-3,-998.0E-3,1.292E3
30.23E-3,-950.9E-3,1.292E3
30.26E-3,-844.0E-3,1.292E3
30.29E-3,-684.0E-3,1.292E3
30.32E-3,-481.1E-3,1.292E3
30.35E-3,-248.0E-3,1.292E3
30.38E-3,42.18E-6,1.300E3
30.41E-3,248.8E-3,1.300E3
30.45E-3,481.8E-3,1.300E3
30.48E-3,684.6E-3,1.300E3
30.51E-3,844.4E-3,1.300E3
30.54E-3,951.1E-3,1.300E3
30.57E-3,998.0E-3,1.300E3
30.60E-3,982.2E-3,1.300E3
30.63E-3,904.7E-3,1.300E3
30.66E-3,770.3E-3,1.300E3
30.69E-3,587.5E-3,1.300E3
30.72E-3,367.8E-3,1.300E3
30.75E-3,124.9E-3,1.300E3
30.78E-3,-125.8E-3,1.300E3
30.81E-3,-368.5E-3,1.300E3
30.84E-3,-588.2E-3,1.300E3
30.87E-3,-770.8E-3,1.300E3
30.90E-3,-905.1E-3,1.300E3
30.94E-3,-982.4E-3,1.300E3
30.97E-3,-998.0E-3,1.300E3
31.00E-3,-950.9E-3,1.300E3
31.03E-3,-844.0E-3,1.300E3
31.06E-3,-684.0E-3,1.300E3
31.09E-3,-481.1E-3,1.300E3
31.12E-3,-248.0E-3,1.300E3
31.15E-3,42.27E-6,1.308E3
31.18E-3,248.8E-3,1.308E3
31.21E-3,481.8E-3,1.308E3
31.24E-3,684.6E-3,1.308E3
31.27E-3,844.4E-3,1.308E3
31.30E-3,951.1E-3,1.308E3
31.33E-3,998.0E-3,1.308E3
31.36E-3,982.2E-3,1.308E3
31.39E-3,904.7E-3,1.308E3
31.42E-3,770.3E-3,1.308E3
31.45E-3,587.5E-3,1.308E3
31.48E-3,367.8E-3,1.308E3
31.51E-3,124.9E-3,1.308E3
31.54E-3,-125.8E-3,1.308E3
31.58E-3,-368.5E-3,1.308E3
31.61E-3,-588.2E-3,1.308E3
31.64E-3,-770.8E-3,1.308E3
31.67E-3,-905.1E-3,1.308E3
31.70E-3,-982.4E-3,1.308E3
31.73E-3,-998.0E-3,1.308E3
31.76E-3,-950.9E-3,1.308E3
31.79E-3,-844.0E-3,1.308E3
31.82E-3,-684.0E-3,1.308E3
31.85E-3,-481.1E-3,1.308E3
31.88E-3,-248.0E-3,1.308E3
31.91E-3,42.36E-6,1.315E3
31.94E-3,248.8E-3,1.315E3
31.97E-3,481.8E-3,1.315E3
32.00E-3,684.6E-3,1.315E3
32.03E-3,844.4E-3,1.315E3
32.06E-3,951.1E-3,1.315E3
32.09E-3,998.0E-3,1.315E3
32.12E-3,982.2E-3,1.315E3
32.15E-3,904.7E-3,1.315E3
32.18E-3,770.3E-3,1.315E3
32.21E-3,587.5E-3,1.315E3
32.24E-3,367.8E-3,1.315E3
32.27E-3,124.9E-3,1.315E3
32.30E-3,-125.7E-3,1.315E3
32.33E-3,-368.5E-3,1.315E3
32.36E-3,-588.2E-3,1.315E3
32.39E-3,-770.8E-3,1.315E3
32.42E-3,-905.1E-3,1.315E3
32.45E-3,-982.4E-3,1.315E3
32.48E-3,-998.0E-3,1.315E3
32.51E-3,-950.9E-3,1.315E3
32.54E-3,-844.0E-3,1.315E3
32.57E-3,-684.1E-3,1.315E3
32.60E-3,-481.1E-3,1.315E3
32.63E-3,-248.0E-3,1.315E3
32.66E-3,42.44E-6,1.323E3
32.70E-3,248.8E-3,1.323E3
32.73E-3,481.8E-3,1.323E3
32.76E-3,684.6E-3,1.323E3
32.79E-3,844.4E-3,1.323E3
32.82E-3,951.1E-3,1.323E3
32.85E-3,998.0E-3,1.323E3
32.88E-3,982.2E-3,1.323E3
32.91E-3,904.7E-3,1.323E3
32.94E-3,770.3E-3,1.323E3
32.97E-3,587.5E-3,1.323E3
33.00E-3,367.8E-3,1.323E3
33.03E-3,125.0E-3,1.323E3
33.06E-3,-125.7E-3,1.323E3
33.09E-3,-368.5E-3,1.323E3
33.12E-3,-588.2E-3,1.323E3
33.15E-3,-770.8E-3,1.323E3
33.18E-3,-905.1E-3,1.323E3
33.21E-3,-982.4E-3,1.323E3
33.24E-3,-998.0E-3,1.323E3
33.27E-3,-950.9E-3,1.323E3
33.30E-3,-844.0E-3,1.323E3
33.33E-3,-684.1E-3,1.323E3
33.36E-3,-481.1E-3,1.323E3
33.39E-3,-248.0E-3,1.323E3
33.42E-3,42.53E-6,1.330E3
33.45E-3,248.8E-3,1.330E3
33.48E-3,481.8E-3,1.330E3
33.51E-3,684.6E-3,1.330E3
33.54E-3,844.4E-3,1.330E3
33.57E-3,951.1E-3,1.330E3
33.60E-3,998.0E-3,1.330E3
33.63E-3,982.2E-3,1.330E3
33.66E-3,904.7E-3,1.330E3
33.69E-3,770.3E-3,1.330E3
33.72E-3,587.5E-3,1.330E3
33.75E-3,367.8E-3,1.330E3
33.78E-3,125.0E-3,1.330E3
33.81E-3,-125.7E-3,1.330E3
33.84E-3,-368.5E-3,1.330E3
33.87E-3,-588.2E-3,1.330E3
33.90E-3,-770.8E-3,1.330E3
33.93E-3,-905.0E-3,1.330E3
33.96E-3,-982.4E-3,1.330E3
33.99E-3,-998.0E-3,1.330E3
34.01E-3,-950.9E-3,1.330E3
34.04E-3,-844.0E-3,1.330E3
34.07E-3,-684.1E-3,1.330E3
34.10E-3,-481.1E-3,1.330E3
34.13E-3,-248.0E-3,1.330E3
34.16E-3,42.61E-6,1.338E3
34.19E-3,248.8E-3,1.338E3
34.22E-3,481.8E-3,1.338E3
34.25E-3,684.6E-3,1.338E3
34.28E-3,844.4E-3,1.338E3
34.31E-3,951.1E-3,1.338E3
34.34E-3,998.0E-3,1.338E3
34.37E-3,982.2E-3,1.338E3
34.40E-3,904.7E-3,1.338E3
34.43E-3,770.3E-3,1.338E3
34.46E-3,587.5E-3,1.338E3
34.49E-3,367.8E-3,1.338E3
34.52E-3,125.0E-3,1.338E3
34.55E-3,-125.7E-3,1.338E3
34.58E-3,-368.5E-3,1.338E3
34.61E-3,-588.2E-3,1.338E3
34.64E-3,-770.8E-3,1.338E3
34.67E-3,-905.0E-3,1.338E3
34.70E-3,-982.4E-3,1.338E3
34.73E-3,-998.0E-3,1.338E3
34.76E-3,-950.9E-3,1.338E3
34.79E-3,-844.0E-3,1.338E3
34.82E-3,-684.1E-3,1.338E3
34.85E-3,-481.2E-3,1.338E3
34.88E-3,-248.0E-3,1.338E3
34.91E-3,42.70E-6,1.345E3
34.94E-3,248.8E-3,1.345E3
34.97E-3,481.8E-3,1.345E3
35.00E-3,684.6E-3,1.345E3
35.03E-3,844.4E-3,1.345E3
35.06E-3,951.1E-3,1.345E3
35.09E-3,998.0E-3,1.345E3
35.11E-3,982.2E-3,1.345E3
35.14E-3,904.7E-3,1.345E3
35.17E-3,770.3E-3,1.345E3
35.20E-3,587.5E-3,1.345E3
35.23E-3,367.8E-3,1.345E3
35.26E-3,125.0E-3,1.345E3
35.29E-3,-125.7E-3,1.345E3
35.32E-3,-368.5E-3,1.345E3
35.35E-3,-588.2E-3,1.345E3
35.38E-3,-770.8E-3,1.345E3
35.41E-3,-905.0E-3,1.345E3
35.44E-3,-982.4E-3,1.345E3
35.47E-3,-998.0E-3,1.345E3
35.50E-3,-950.9E-3,1.345E3
35.53E-3,-844.0E-3,1.345E3
35.56E-3,-684.1E-3,1.345E3
35.59E-3,-481.2E-3,1.345E3
35.62E-3,-248.0E-3,1.345E3
35.65E-3,42.78E-6,1.353E3
35.68E-3,248.8E-3,1.353E3
35.71E-3,481.8E-3,1.353E3
35.74E-3,684.6E-3,1.353E3
35.76E-3,844.4E-3,1.353E3
35.79E-3,951.1E-3,1.353E3
35.82E-3,998.0E-3,1.353E3
35.85E-3,982.2E-3,1.353E3
35.88E-3,904.7E-3,1.353E3
35.91E-3,770.3E-3,1.353E3
35.94E-3,587.5E-3,1.353E3
35.97E-3,367.8E-3,1.353E3
36.00E-3,125.0E-3,1.353E3
36.03E-3,-125.7E-3,1.353E3
36.06E-3,-368.5E-3,1.353E3
36.09E-3,-588.2E-3,1.353E3
36.12E-3,-770.8E-3,1.353E3
36.15E-3,-905.0E-3,1.353E3
36.18E-3,-982.4E-3,1.353E3
36.21E-3,-998.0E-3,1.353E3
36.24E-3,-950.9E-3,1.353E3
36.26E-3,-844.0E-3,1.353E3
36.29E-3,-684.1E-3,1.353E3
36.32E-3,-481.2E-3,1.353E3
36.35E-3,-248.0E-3,1.353E3
36.38E-3,42.85E-6,1.360E3
36.41E-3,248.8E-3,1.360E3
36.44E-3,481.8E-3,1.360E3
36.47E-3,684.6E-3,1.360E3
36.50E-3,844.4E-3,1.360E3
36.53E-3,951.1E-3,1.360E3
36.56E-3,998.0E-3,1.360E3
36.59E-3,982.2E-3,1.360E3
36.62E-3,904.7E-3,1.360E3
36.65E-3,770.3E-3,1.360E3
36.67E-3,587.5E-3,1.360E3
36.70E-3,367.8E-3,1.360E3
36.73E-3,125.0E-3,1.360E3
36.76E-3,-125.7E-3,1.360E3
36.79E-3,-368.5E-3,1.360E3
36.82E-3,-588.1E-3,1.360E3
36.85E-3,-770.8E-3,1.360E3
36.88E-3,-905.0E-3,1.360E3
36.91E-3,-982.4E-3,1.360E3
36.94E-3,-998.0E-3,1.360E3
36.97E-3,-950.9E-3,1.360E3
37.00E-3,-844.0E-3,1.360E3
37.03E-3,-684.1E-3,1.360E3
37.05E-3,-481.2E-3,1.360E3
37.08E-3,-248.0E-3,1.360E3
37.11E-3,42.93E-6,1.367E3
37.14E-3,248.8E-3,1.367E3
37.17E-3,481.8E-3,1.367E3
37.20E-3,684.6E-3,1.367E3
37.23E-3,844.4E-3,1.367E3
37.26E-3,951.1E-3,1.367E3
37.29E-3,998.0E-3,1.367E3
37.32E-3,982.2E-3,1.367E3
37.35E-3,904.7E-3,1.367E3
37.38E-3,770.3E-3,1.367E3
37.40E-3,587.5E-3,1.367E3
37.43E-3,367.8E-3,1.367E3
37.46E-3,125.0E-3,1.367E3
37.49E-3,-125.7E-3,1.367E3
37.52E-3,-368.5E-3,1.367E3
37.55E-3,-588.1E-3,1.367E3
37.58E-3,-770.8E-3,1.367E3
37.61E-3,-905.0E-3,1.367E3
37.64E-3,-982.4E-3,1.367E3
37.67E-3,-998.0E-3,1.367E3
37.70E-3,-950.9E-3,1.367E3
37.72E-3,-844.0E-3,1.367E3
37.75E-3,-684.1E-3,1.367E3
37.78E-3,-481.2E-3,1.367E3
37.81E-3,-248.0E-3,1.367E3
37.84E-3,43.01E-6,1.375E3
37.87E-3,248.8E-3,1.375E3
37.90E-3,481.8E-3,1.375E3
37.93E-3,684.6E-3,1.375E3
37.96E-3,844.4E-3,1.375E3
37.99E-3,951.1E-3,1.375E3
38.01E-3,998.0E-3,1.375E3
38.04E-3,982.2E-3,1.375E3
38.07E-3,904.7E-3,1.375E3
38.10E-3,770.3E-3,1.375E3
38.13E-3,587.5E-3,1.375E3
38.16E-3,367.8E-3,1.375E3
38.19E-3,125.0E-3,1.375E3
38.22E-3,-125.7E-3,1.375E3
38.25E-3,-368.5E-3,1.375E3
38.28E-3,-588.1E-3,1.375E3
38.30E-3,-770.8E-3,1.375E3
38.33E-3,-905.0E-3,1.375E3
38.36E-3,-982.4E-3,1.375E3
38.39E-3,-998.0E-3,1.375E3
38.42E-3,-950.9E-3,1.375E3
38.45E-3,-844.0E-3,1.375E3
38.48E-3,-684.1E-3,1.375E3
38.51E-3,-481.2E-3,1.375E3
38.54E-3,-248.0E-3,1.375E3
38.56E-3,43.08E-6,1.382E3
38.59E-3,248.8E-3,1.382E3
38.62E-3,481.8E-3,1.382E3
38.65E-3,684.6E-3,1.382E3
38.68E-3,844.4E-3,1.382E3
38.71E-3,951.1E-3,1.382E3
38.74E-3,998.0E-3,1.382E3
38.77E-3,982.2E-3,1.382E3
38.79E-3,904.7E-3,1.382E3
38.82E-3,770.3E-3,1.382E3
38.85E-3,587.5E-3,1.382E3
38.88E-3,367.8E-3,1.382E3
38.91E-3,125.0E-3,1.382E3
38.94E-3,-125.7E-3,1.382E3
38.97E-3,-368.5E-3,1.382E3
39.00E-3,-588.1E-3,1.382E3
39.03E-3,-770.8E-3,1.382E3
39.05E-3,-905.0E-3,1.382E3
39.08E-3,-982.4E-3,1.382E3
39.11E-3,-998.0E-3,1.382E3
39.14E-3,-950.9E-3,1.382E3
39.17E-3,-844.0E-3,1.382E3
39.20E-3,-684.1E-3,1.382E3
39.23E-3,-481.2E-3,1.382E3
39.26E-3,-248.0E-3,1.382E3
39.28E-3,43.15E-6,1.389E3
39.31E-3,248.8E-3,1.389E3
39.34E-3,481.8E-3,1.389E3
39.37E-3,684.6E-3,1.389E3
39.40E-3,844.4E-3,1.389E3
39.43E-3,951.1E-3,1.389E3
39.46E-3,998.0E-3,1.389E3
39.48E-3,982.2E-3,1.389E3
39.51E-3,904.7E-3,1.389E3
39.54E-3,770.3E-3,1.389E3
39.57E-3,587.5E-3,1.389E3
39.60E-3,367.8E-3,1.389E3
39.63E-3,125.0E-3,1.389E3
39.66E-3,-125.7E-3,1.389E3
39.69E-3,-368.5E-3,1.389E3
39.71E-3,-588.1E-3,1.389E3
39.74E-3,-770.8E-3,1.389E3
39.77E-3,-905.0E-3,1.389E3
39.80E-3,-982.4E-3,1.389E3
39.83E-3,-998.0E-3,1.389E3
39.86E-3,-950.9E-3,1.389E3
39.89E-3,-844.0E-3,1.389E3
39.91E-3,-684.1E-3,1.389E3
39.94E-3,-481.2E-3,1.389E3
39.97E-3,-248.0E-3,1.389E3
40.00E-3,43.22E-6,1.396E3
40.03E-3,248.8E-3,1.396E3
40.06E-3,481.8E-3,1.396E3
40.09E-3,684.6E-3,1.396E3
40.11E-3,844.4E-3,1.396E3
40.14E-3,951.1E-3,1.396E3
40.17E-3,998.0E-3,1.396E3
40.20E-3,982.2E-3,1.396E3
40.23E-3,904.7E-3,1.396E3
40.26E-3,770.3E-3,1.396E3
40.29E-3,587.5E-3,1.396E3
40.31E-3,367.8E-3,1.396E3
40.34E-3,125.0E-3,1.396E3
40.37E-3,-125.7E-3,1.396E3
40.40E-3,-368.5E-3,1.396E3
40.43E-3,-588.1E-3,1.396E3
40.46E-3,-770.8E-3,1.396E3
40.48E-3,-905.0E-3,1.396E3
40.51E-3,-982.4E-3,1.396E3
40.54E-3,-998.0E-3,1.396E3
40.57E-3,-950.9E-3,1.396E3
40.60E-3,-844.0E-3,1.396E3
40.63E-3,-684.1E-3,1.396E3
40.66E-3,-481.2E-3,1.396E3
40.68E-3,-248.1E-3,1.396E3
40.71E-3,43.29E-6,1.404E3
40.74E-3,248.8E-3,1.404E3
40.77E-3,481.8E-3,1.404E3
40.80E-3,684.6E-3,1.404E3
40.83E-3,844.4E-3,1.404E3
40.85E-3,951.1E-3,1.404E3
40.88E-3,998.0E-3,1.404E3
40.91E-3,982.2E-3,1.404E3
40.94E-3,904.7E-3,1.404E3
40.97E-3,770.3E-3,1.404E3
41.00E-3,587.5E-3,1.404E3
41.02E-3,367.8E-3,1.404E3
41.05E-3,125.0E-3,1.404E3
41.08E-3,-125.7E-3,1.404E3
41.11E-3,-368.5E-3,1.404E3
41.14E-3,-588.1E-3,1.404E3
41.17E-3,-770.8E-3,1.404E3
41.19E-3,-905.0E-3,1.404E3
