time (s),v("/sine_in" ?result "tran") (V),v("/Freq" ?result "tran") (FF)
41.22E-3,-982.4E-3,1.404E3
41.25E-3,-998.0E-3,1.404E3
41.28E-3,-950.9E-3,1.404E3
41.31E-3,-844.0E-3,1.404E3
41.34E-3,-684.1E-3,1.404E3
41.36E-3,-481.2E-3,1.404E3
41.39E-3,-248.1E-3,1.404E3
41.42E-3,43.36E-6,1.411E3
41.45E-3,248.8E-3,1.411E3
41.48E-3,481.8E-3,1.411E3
41.51E-3,684.6E-3,1.411E3
41.53E-3,844.4E-3,1.411E3
41.56E-3,951.1E-3,1.411E3
41.59E-3,998.0E-3,1.411E3
41.62E-3,982.2E-3,1.411E3
41.65E-3,904.7E-3,1.411E3
41.68E-3,770.3E-3,1.411E3
41.70E-3,587.5E-3,1.411E3
41.73E-3,367.8E-3,1.411E3
41.76E-3,125.0E-3,1.411E3
41.79E-3,-125.7E-3,1.411E3
41.82E-3,-368.5E-3,1.411E3
41.85E-3,-588.1E-3,1.411E3
41.87E-3,-770.8E-3,1.411E3
41.90E-3,-905.0E-3,1.411E3
41.93E-3,-982.4E-3,1.411E3
41.96E-3,-998.0E-3,1.411E3
41.99E-3,-950.9E-3,1.411E3
42.01E-3,-844.0E-3,1.411E3
42.04E-3,-684.1E-3,1.411E3
42.07E-3,-481.2E-3,1.411E3
42.10E-3,-248.1E-3,1.411E3
42.13E-3,43.42E-6,1.418E3
42.15E-3,248.8E-3,1.418E3
42.18E-3,481.8E-3,1.418E3
42.21E-3,684.6E-3,1.418E3
42.24E-3,844.4E-3,1.418E3
42.27E-3,951.1E-3,1.418E3
42.30E-3,998.0E-3,1.418E3
42.32E-3,982.2E-3,1.418E3
42.35E-3,904.7E-3,1.418E3
42.38E-3,770.3E-3,1.418E3
42.41E-3,587.5E-3,1.418E3
42.44E-3,367.8E-3,1.418E3
42.46E-3,125.0E-3,1.418E3
42.49E-3,-125.7E-3,1.418E3
42.52E-3,-368.5E-3,1.418E3
42.55E-3,-588.1E-3,1.418E3
42.58E-3,-770.8E-3,1.418E3
42.60E-3,-905.0E-3,1.418E3
42.63E-3,-982.4E-3,1.418E3
42.66E-3,-998.0E-3,1.418E3
42.69E-3,-950.9E-3,1.418E3
42.72E-3,-844.0E-3,1.418E3
42.74E-3,-684.1E-3,1.418E3
42.77E-3,-481.2E-3,1.418E3
42.80E-3,-248.1E-3,1.418E3
42.83E-3,43.49E-6,1.425E3
42.86E-3,248.8E-3,1.425E3
42.88E-3,481.8E-3,1.425E3
42.91E-3,684.6E-3,1.425E3
42.94E-3,844.4E-3,1.425E3
42.97E-3,951.1E-3,1.425E3
43.00E-3,998.0E-3,1.425E3
43.02E-3,982.2E-3,1.425E3
43.05E-3,904.7E-3,1.425E3
43.08E-3,770.3E-3,1.425E3
43.11E-3,587.6E-3,1.425E3
43.14E-3,367.8E-3,1.425E3
43.16E-3,125.0E-3,1.425E3
43.19E-3,-125.7E-3,1.425E3
43.22E-3,-368.5E-3,1.425E3
43.25E-3,-588.1E-3,1.425E3
43.28E-3,-770.8E-3,1.425E3
43.30E-3,-905.0E-3,1.425E3
43.33E-3,-982.4E-3,1.425E3
43.36E-3,-998.0E-3,1.425E3
43.39E-3,-950.9E-3,1.425E3
43.42E-3,-844.0E-3,1.425E3
43.44E-3,-684.1E-3,1.425E3
43.47E-3,-481.2E-3,1.425E3
43.50E-3,-248.1E-3,1.425E3
43.53E-3,43.55E-6,1.432E3
43.55E-3,248.8E-3,1.432E3
43.58E-3,481.8E-3,1.432E3
43.61E-3,684.6E-3,1.432E3
43.64E-3,844.4E-3,1.432E3
43.67E-3,951.1E-3,1.432E3
43.69E-3,998.0E-3,1.432E3
43.72E-3,982.2E-3,1.432E3
43.75E-3,904.7E-3,1.432E3
43.78E-3,770.3E-3,1.432E3
43.81E-3,587.6E-3,1.432E3
43.83E-3,367.8E-3,1.432E3
43.86E-3,125.0E-3,1.432E3
43.89E-3,-125.7E-3,1.432E3
43.92E-3,-368.5E-3,1.432E3
43.94E-3,-588.1E-3,1.432E3
43.97E-3,-770.8E-3,1.432E3
44.00E-3,-905.0E-3,1.432E3
44.03E-3,-982.4E-3,1.432E3
44.06E-3,-998.0E-3,1.432E3
44.08E-3,-950.9E-3,1.432E3
44.11E-3,-844.0E-3,1.432E3
44.14E-3,-684.1E-3,1.432E3
44.17E-3,-481.2E-3,1.432E3
44.19E-3,-248.1E-3,1.432E3
44.22E-3,43.61E-6,1.439E3
44.25E-3,248.8E-3,1.439E3
44.28E-3,481.8E-3,1.439E3
44.31E-3,684.6E-3,1.439E3
44.33E-3,844.4E-3,1.439E3
44.36E-3,951.1E-3,1.439E3
44.39E-3,998.0E-3,1.439E3
44.42E-3,982.2E-3,1.439E3
44.44E-3,904.7E-3,1.439E3
44.47E-3,770.3E-3,1.439E3
44.50E-3,587.6E-3,1.439E3
44.53E-3,367.8E-3,1.439E3
44.55E-3,125.0E-3,1.439E3
44.58E-3,-125.7E-3,1.439E3
44.61E-3,-368.5E-3,1.439E3
44.64E-3,-588.1E-3,1.439E3
44.67E-3,-770.8E-3,1.439E3
44.69E-3,-905.0E-3,1.439E3
44.72E-3,-982.4E-3,1.439E3
44.75E-3,-998.0E-3,1.439E3
44.78E-3,-950.9E-3,1.439E3
44.80E-3,-844.0E-3,1.439E3
44.83E-3,-684.1E-3,1.439E3
44.86E-3,-481.2E-3,1.439E3
44.89E-3,-248.1E-3,1.439E3
44.91E-3,43.68E-6,1.446E3
44.94E-3,248.8E-3,1.446E3
44.97E-3,481.8E-3,1.446E3
45.00E-3,684.6E-3,1.446E3
45.02E-3,844.4E-3,1.446E3
45.05E-3,951.1E-3,1.446E3
45.08E-3,998.0E-3,1.446E3
45.11E-3,982.2E-3,1.446E3
45.13E-3,904.7E-3,1.446E3
45.16E-3,770.3E-3,1.446E3
45.19E-3,587.6E-3,1.446E3
45.22E-3,367.8E-3,1.446E3
45.24E-3,125.0E-3,1.446E3
45.27E-3,-125.7E-3,1.446E3
45.30E-3,-368.5E-3,1.446E3
45.33E-3,-588.1E-3,1.446E3
45.35E-3,-770.8E-3,1.446E3
45.38E-3,-905.0E-3,1.446E3
45.41E-3,-982.4E-3,1.446E3
45.44E-3,-998.0E-3,1.446E3
45.46E-3,-950.9E-3,1.446E3
45.49E-3,-844.0E-3,1.446E3
45.52E-3,-684.1E-3,1.446E3
45.55E-3,-481.2E-3,1.446E3
45.57E-3,-248.1E-3,1.446E3
45.60E-3,43.74E-6,1.453E3
45.63E-3,248.8E-3,1.453E3
45.66E-3,481.8E-3,1.453E3
45.68E-3,684.6E-3,1.453E3
45.71E-3,844.4E-3,1.453E3
45.74E-3,951.1E-3,1.453E3
45.77E-3,998.0E-3,1.453E3
45.79E-3,982.2E-3,1.453E3
45.82E-3,904.7E-3,1.453E3
45.85E-3,770.3E-3,1.453E3
45.88E-3,587.6E-3,1.453E3
45.90E-3,367.8E-3,1.453E3
45.93E-3,125.0E-3,1.453E3
45.96E-3,-125.7E-3,1.453E3
45.99E-3,-368.5E-3,1.453E3
46.01E-3,-588.1E-3,1.453E3
46.04E-3,-770.8E-3,1.453E3
46.07E-3,-905.0E-3,1.453E3
46.10E-3,-982.4E-3,1.453E3
46.12E-3,-998.0E-3,1.453E3
46.15E-3,-950.9E-3,1.453E3
46.18E-3,-844.0E-3,1.453E3
46.21E-3,-684.1E-3,1.453E3
46.23E-3,-481.2E-3,1.453E3
46.26E-3,-248.1E-3,1.453E3
46.29E-3,43.79E-6,1.459E3
46.31E-3,248.8E-3,1.459E3
46.34E-3,481.8E-3,1.459E3
46.37E-3,684.6E-3,1.459E3
46.40E-3,844.4E-3,1.459E3
46.42E-3,951.1E-3,1.459E3
46.45E-3,998.0E-3,1.459E3
46.48E-3,982.2E-3,1.459E3
46.51E-3,904.7E-3,1.459E3
46.53E-3,770.4E-3,1.459E3
46.56E-3,587.6E-3,1.459E3
46.59E-3,367.8E-3,1.459E3
46.62E-3,125.0E-3,1.459E3
46.64E-3,-125.7E-3,1.459E3
46.67E-3,-368.5E-3,1.459E3
46.70E-3,-588.1E-3,1.459E3
46.72E-3,-770.8E-3,1.459E3
46.75E-3,-905.0E-3,1.459E3
46.78E-3,-982.4E-3,1.459E3
46.81E-3,-998.0E-3,1.459E3
46.83E-3,-950.9E-3,1.459E3
46.86E-3,-844.0E-3,1.459E3
46.89E-3,-684.1E-3,1.459E3
46.92E-3,-481.2E-3,1.459E3
46.94E-3,-248.1E-3,1.459E3
46.97E-3,43.85E-6,1.466E3
47.00E-3,248.8E-3,1.466E3
47.02E-3,481.8E-3,1.466E3
47.05E-3,684.6E-3,1.466E3
47.08E-3,844.4E-3,1.466E3
47.11E-3,951.1E-3,1.466E3
47.13E-3,998.0E-3,1.466E3
47.16E-3,982.2E-3,1.466E3
47.19E-3,904.7E-3,1.466E3
47.21E-3,770.4E-3,1.466E3
47.24E-3,587.6E-3,1.466E3
47.27E-3,367.8E-3,1.466E3
47.30E-3,125.0E-3,1.466E3
47.32E-3,-125.7E-3,1.466E3
47.35E-3,-368.5E-3,1.466E3
47.38E-3,-588.1E-3,1.466E3
47.40E-3,-770.8E-3,1.466E3
47.43E-3,-905.0E-3,1.466E3
47.46E-3,-982.4E-3,1.466E3
47.49E-3,-998.0E-3,1.466E3
47.51E-3,-950.9E-3,1.466E3
47.54E-3,-844.0E-3,1.466E3
47.57E-3,-684.1E-3,1.466E3
47.59E-3,-481.2E-3,1.466E3
47.62E-3,-248.1E-3,1.466E3
47.65E-3,43.91E-6,1.473E3
47.68E-3,248.8E-3,1.473E3
47.70E-3,481.8E-3,1.473E3
47.73E-3,684.6E-3,1.473E3
47.76E-3,844.4E-3,1.473E3
47.78E-3,951.1E-3,1.473E3
47.81E-3,998.0E-3,1.473E3
47.84E-3,982.2E-3,1.473E3
47.86E-3,904.7E-3,1.473E3
47.89E-3,770.4E-3,1.473E3
47.92E-3,587.6E-3,1.473E3
47.95E-3,367.8E-3,1.473E3
47.97E-3,125.0E-3,1.473E3
48.00E-3,-125.7E-3,1.473E3
48.03E-3,-368.5E-3,1.473E3
48.05E-3,-588.1E-3,1.473E3
48.08E-3,-770.8E-3,1.473E3
48.11E-3,-905.0E-3,1.473E3
48.14E-3,-982.4E-3,1.473E3
48.16E-3,-998.0E-3,1.473E3
48.19E-3,-950.9E-3,1.473E3
48.22E-3,-844.0E-3,1.473E3
48.24E-3,-684.1E-3,1.473E3
48.27E-3,-481.3E-3,1.473E3
48.30E-3,-248.1E-3,1.473E3
48.32E-3,43.96E-6,1.480E3
48.35E-3,248.8E-3,1.480E3
48.38E-3,481.8E-3,1.480E3
48.40E-3,684.6E-3,1.480E3
48.43E-3,844.4E-3,1.480E3
48.46E-3,951.1E-3,1.480E3
48.49E-3,998.0E-3,1.480E3
48.51E-3,982.2E-3,1.480E3
48.54E-3,904.7E-3,1.480E3
48.57E-3,770.4E-3,1.480E3
48.59E-3,587.6E-3,1.480E3
48.62E-3,367.9E-3,1.480E3
48.65E-3,125.0E-3,1.480E3
48.67E-3,-125.7E-3,1.480E3
48.70E-3,-368.5E-3,1.480E3
48.73E-3,-588.1E-3,1.480E3
48.75E-3,-770.8E-3,1.480E3
48.78E-3,-905.0E-3,1.480E3
48.81E-3,-982.4E-3,1.480E3
48.84E-3,-998.0E-3,1.480E3
48.86E-3,-950.9E-3,1.480E3
48.89E-3,-844.0E-3,1.480E3
48.92E-3,-684.1E-3,1.480E3
48.94E-3,-481.3E-3,1.480E3
48.97E-3,-248.1E-3,1.480E3
49.00E-3,44.02E-6,1.487E3
49.02E-3,248.8E-3,1.487E3
49.05E-3,481.8E-3,1.487E3
49.08E-3,684.6E-3,1.487E3
49.10E-3,844.4E-3,1.487E3
49.13E-3,951.1E-3,1.487E3
49.16E-3,998.0E-3,1.487E3
49.18E-3,982.2E-3,1.487E3
49.21E-3,904.7E-3,1.487E3
49.24E-3,770.4E-3,1.487E3
49.26E-3,587.6E-3,1.487E3
49.29E-3,367.9E-3,1.487E3
49.32E-3,125.0E-3,1.487E3
49.35E-3,-125.7E-3,1.487E3
49.37E-3,-368.5E-3,1.487E3
49.40E-3,-588.1E-3,1.487E3
49.43E-3,-770.8E-3,1.487E3
49.45E-3,-905.0E-3,1.487E3
49.48E-3,-982.4E-3,1.487E3
49.51E-3,-998.0E-3,1.487E3
49.53E-3,-950.9E-3,1.487E3
49.56E-3,-844.1E-3,1.487E3
49.59E-3,-684.2E-3,1.487E3
49.61E-3,-481.3E-3,1.487E3
49.64E-3,-248.1E-3,1.487E3
49.67E-3,44.07E-6,1.493E3
49.69E-3,248.8E-3,1.493E3
49.72E-3,481.8E-3,1.493E3
49.75E-3,684.6E-3,1.493E3
49.77E-3,844.4E-3,1.493E3
49.80E-3,951.1E-3,1.493E3
49.83E-3,998.0E-3,1.493E3
49.85E-3,982.2E-3,1.493E3
49.88E-3,904.7E-3,1.493E3
49.91E-3,770.4E-3,1.493E3
49.93E-3,587.6E-3,1.493E3
49.96E-3,367.9E-3,1.493E3
49.99E-3,125.0E-3,1.493E3
50.01E-3,-125.7E-3,1.493E3
50.04E-3,-368.5E-3,1.493E3
50.07E-3,-588.1E-3,1.493E3
50.09E-3,-770.8E-3,1.493E3
50.12E-3,-905.0E-3,1.493E3
50.15E-3,-982.4E-3,1.493E3
50.17E-3,-998.0E-3,1.493E3
50.20E-3,-950.9E-3,1.493E3
50.23E-3,-844.1E-3,1.493E3
50.25E-3,-684.2E-3,1.493E3
50.28E-3,-481.3E-3,1.493E3
50.31E-3,-248.1E-3,1.493E3
50.33E-3,44.13E-6,1.500E3
50.36E-3,248.8E-3,1.500E3
50.39E-3,481.8E-3,1.500E3
50.41E-3,684.6E-3,1.500E3
50.44E-3,844.4E-3,1.500E3
50.47E-3,951.1E-3,1.500E3
50.49E-3,998.0E-3,1.500E3
50.52E-3,982.2E-3,1.500E3
50.55E-3,904.7E-3,1.500E3
50.57E-3,770.4E-3,1.500E3
50.60E-3,587.6E-3,1.500E3
50.63E-3,367.9E-3,1.500E3
50.65E-3,125.0E-3,1.500E3
50.68E-3,-125.7E-3,1.500E3
50.71E-3,-368.5E-3,1.500E3
50.73E-3,-588.1E-3,1.500E3
50.76E-3,-770.8E-3,1.500E3
50.78E-3,-905.0E-3,1.500E3
50.81E-3,-982.4E-3,1.500E3
50.84E-3,-998.0E-3,1.500E3
50.86E-3,-950.9E-3,1.500E3
50.89E-3,-844.1E-3,1.500E3
50.92E-3,-684.2E-3,1.500E3
50.94E-3,-481.3E-3,1.500E3
50.97E-3,-248.1E-3,1.500E3
51.00E-3,44.18E-6,1.507E3
51.02E-3,248.8E-3,1.507E3
51.05E-3,481.8E-3,1.507E3
51.08E-3,684.6E-3,1.507E3
51.10E-3,844.4E-3,1.507E3
51.13E-3,951.1E-3,1.507E3
51.16E-3,998.0E-3,1.507E3
51.18E-3,982.3E-3,1.507E3
51.21E-3,904.7E-3,1.507E3
51.23E-3,770.4E-3,1.507E3
51.26E-3,587.6E-3,1.507E3
51.29E-3,367.9E-3,1.507E3
51.31E-3,125.0E-3,1.507E3
51.34E-3,-125.7E-3,1.507E3
51.37E-3,-368.5E-3,1.507E3
51.39E-3,-588.1E-3,1.507E3
51.42E-3,-770.8E-3,1.507E3
51.45E-3,-905.0E-3,1.507E3
51.47E-3,-982.4E-3,1.507E3
51.50E-3,-998.0E-3,1.507E3
51.53E-3,-950.9E-3,1.507E3
51.55E-3,-844.1E-3,1.507E3
51.58E-3,-684.2E-3,1.507E3
51.60E-3,-481.3E-3,1.507E3
51.63E-3,-248.1E-3,1.507E3
51.66E-3,44.23E-6,1.513E3
51.68E-3,248.8E-3,1.513E3
51.71E-3,481.8E-3,1.513E3
51.74E-3,684.6E-3,1.513E3
51.76E-3,844.4E-3,1.513E3
51.79E-3,951.1E-3,1.513E3
51.82E-3,998.0E-3,1.513E3
51.84E-3,982.3E-3,1.513E3
51.87E-3,904.7E-3,1.513E3
51.89E-3,770.4E-3,1.513E3
51.92E-3,587.6E-3,1.513E3
51.95E-3,367.9E-3,1.513E3
51.97E-3,125.0E-3,1.513E3
52.00E-3,-125.7E-3,1.513E3
52.03E-3,-368.4E-3,1.513E3
52.05E-3,-588.1E-3,1.513E3
52.08E-3,-770.8E-3,1.513E3
52.11E-3,-905.0E-3,1.513E3
52.13E-3,-982.4E-3,1.513E3
52.16E-3,-998.0E-3,1.513E3
52.18E-3,-950.9E-3,1.513E3
52.21E-3,-844.1E-3,1.513E3
52.24E-3,-684.2E-3,1.513E3
52.26E-3,-481.3E-3,1.513E3
52.29E-3,-248.1E-3,1.513E3
52.32E-3,44.28E-6,1.520E3
52.34E-3,248.8E-3,1.520E3
52.37E-3,481.8E-3,1.520E3
52.39E-3,684.6E-3,1.520E3
52.42E-3,844.4E-3,1.520E3
52.45E-3,951.1E-3,1.520E3
52.47E-3,998.0E-3,1.520E3
52.50E-3,982.3E-3,1.520E3
52.53E-3,904.7E-3,1.520E3
52.55E-3,770.4E-3,1.520E3
52.58E-3,587.6E-3,1.520E3
52.60E-3,367.9E-3,1.520E3
52.63E-3,125.0E-3,1.520E3
52.66E-3,-125.7E-3,1.520E3
52.68E-3,-368.4E-3,1.520E3
52.71E-3,-588.1E-3,1.520E3
52.74E-3,-770.8E-3,1.520E3
52.76E-3,-905.0E-3,1.520E3
52.79E-3,-982.4E-3,1.520E3
52.81E-3,-998.0E-3,1.520E3
52.84E-3,-950.9E-3,1.520E3
52.87E-3,-844.1E-3,1.520E3
52.89E-3,-684.2E-3,1.520E3
52.92E-3,-481.3E-3,1.520E3
52.94E-3,-248.1E-3,1.520E3
52.97E-3,44.33E-6,1.526E3
53.00E-3,248.8E-3,1.526E3
53.02E-3,481.8E-3,1.526E3
53.05E-3,684.6E-3,1.526E3
53.08E-3,844.4E-3,1.526E3
53.10E-3,951.1E-3,1.526E3
53.13E-3,998.0E-3,1.526E3
53.15E-3,982.3E-3,1.526E3
53.18E-3,904.7E-3,1.526E3
53.21E-3,770.4E-3,1.526E3
53.23E-3,587.6E-3,1.526E3
53.26E-3,367.9E-3,1.526E3
53.28E-3,125.0E-3,1.526E3
53.31E-3,-125.7E-3,1.526E3
53.34E-3,-368.4E-3,1.526E3
53.36E-3,-588.1E-3,1.526E3
53.39E-3,-770.8E-3,1.526E3
53.41E-3,-905.0E-3,1.526E3
53.44E-3,-982.4E-3,1.526E3
53.47E-3,-998.0E-3,1.526E3
53.49E-3,-950.9E-3,1.526E3
53.52E-3,-844.1E-3,1.526E3
53.54E-3,-684.2E-3,1.526E3
53.57E-3,-481.3E-3,1.526E3
53.60E-3,-248.1E-3,1.526E3
53.62E-3,44.38E-6,1.533E3
53.65E-3,248.8E-3,1.533E3
53.67E-3,481.8E-3,1.533E3
53.70E-3,684.6E-3,1.533E3
53.73E-3,844.4E-3,1.533E3
53.75E-3,951.1E-3,1.533E3
53.78E-3,998.0E-3,1.533E3
53.81E-3,982.3E-3,1.533E3
53.83E-3,904.7E-3,1.533E3
53.86E-3,770.4E-3,1.533E3
53.88E-3,587.6E-3,1.533E3
53.91E-3,367.9E-3,1.533E3
53.94E-3,125.0E-3,1.533E3
53.96E-3,-125.7E-3,1.533E3
53.99E-3,-368.4E-3,1.533E3
54.01E-3,-588.1E-3,1.533E3
54.04E-3,-770.8E-3,1.533E3
54.06E-3,-905.0E-3,1.533E3
54.09E-3,-982.4E-3,1.533E3
54.12E-3,-998.0E-3,1.533E3
54.14E-3,-950.9E-3,1.533E3
54.17E-3,-844.1E-3,1.533E3
54.19E-3,-684.2E-3,1.533E3
54.22E-3,-481.3E-3,1.533E3
54.25E-3,-248.2E-3,1.533E3
54.27E-3,44.42E-6,1.539E3
54.30E-3,248.8E-3,1.539E3
54.32E-3,481.8E-3,1.539E3
54.35E-3,684.6E-3,1.539E3
54.38E-3,844.4E-3,1.539E3
54.40E-3,951.1E-3,1.539E3
54.43E-3,998.0E-3,1.539E3
54.45E-3,982.3E-3,1.539E3
54.48E-3,904.7E-3,1.539E3
54.51E-3,770.4E-3,1.539E3
54.53E-3,587.6E-3,1.539E3
54.56E-3,367.9E-3,1.539E3
54.58E-3,125.0E-3,1.539E3
54.61E-3,-125.6E-3,1.539E3
54.64E-3,-368.4E-3,1.539E3
54.66E-3,-588.1E-3,1.539E3
54.69E-3,-770.8E-3,1.539E3
54.71E-3,-905.0E-3,1.539E3
54.74E-3,-982.4E-3,1.539E3
54.76E-3,-998.0E-3,1.539E3
54.79E-3,-950.9E-3,1.539E3
54.82E-3,-844.1E-3,1.539E3
54.84E-3,-684.2E-3,1.539E3
54.87E-3,-481.3E-3,1.539E3
54.89E-3,-248.2E-3,1.539E3
54.92E-3,44.47E-6,1.546E3
54.95E-3,248.8E-3,1.546E3
54.97E-3,481.8E-3,1.546E3
55.00E-3,684.6E-3,1.546E3
55.02E-3,844.4E-3,1.546E3
55.05E-3,951.1E-3,1.546E3
55.07E-3,998.0E-3,1.546E3
55.10E-3,982.3E-3,1.546E3
55.13E-3,904.7E-3,1.546E3
55.15E-3,770.4E-3,1.546E3
55.18E-3,587.6E-3,1.546E3
55.20E-3,367.9E-3,1.546E3
55.23E-3,125.0E-3,1.546E3
55.25E-3,-125.6E-3,1.546E3
55.28E-3,-368.4E-3,1.546E3
55.31E-3,-588.1E-3,1.546E3
55.33E-3,-770.8E-3,1.546E3
55.36E-3,-905.0E-3,1.546E3
55.38E-3,-982.4E-3,1.546E3
55.41E-3,-998.0E-3,1.546E3
55.43E-3,-950.9E-3,1.546E3
55.46E-3,-844.1E-3,1.546E3
55.49E-3,-684.2E-3,1.546E3
55.51E-3,-481.3E-3,1.546E3
55.54E-3,-248.2E-3,1.546E3
55.56E-3,44.52E-6,1.552E3
55.59E-3,248.8E-3,1.552E3
55.61E-3,481.8E-3,1.552E3
55.64E-3,684.6E-3,1.552E3
55.67E-3,844.4E-3,1.552E3
55.69E-3,951.1E-3,1.552E3
55.72E-3,998.0E-3,1.552E3
55.74E-3,982.3E-3,1.552E3
55.77E-3,904.7E-3,1.552E3
55.79E-3,770.4E-3,1.552E3
55.82E-3,587.6E-3,1.552E3
55.85E-3,367.9E-3,1.552E3
55.87E-3,125.0E-3,1.552E3
55.90E-3,-125.6E-3,1.552E3
55.92E-3,-368.4E-3,1.552E3
55.95E-3,-588.1E-3,1.552E3
55.97E-3,-770.8E-3,1.552E3
56.00E-3,-905.0E-3,1.552E3
56.03E-3,-982.4E-3,1.552E3
56.05E-3,-998.0E-3,1.552E3
56.08E-3,-950.9E-3,1.552E3
56.10E-3,-844.1E-3,1.552E3
56.13E-3,-684.2E-3,1.552E3
56.15E-3,-481.3E-3,1.552E3
56.18E-3,-248.2E-3,1.552E3
56.20E-3,44.56E-6,1.559E3
56.23E-3,248.8E-3,1.559E3
56.26E-3,481.8E-3,1.559E3
56.28E-3,684.6E-3,1.559E3
56.31E-3,844.4E-3,1.559E3
56.33E-3,951.1E-3,1.559E3
56.36E-3,998.0E-3,1.559E3
56.38E-3,982.3E-3,1.559E3
56.41E-3,904.7E-3,1.559E3
56.44E-3,770.4E-3,1.559E3
56.46E-3,587.6E-3,1.559E3
56.49E-3,367.9E-3,1.559E3
56.51E-3,125.0E-3,1.559E3
56.54E-3,-125.6E-3,1.559E3
56.56E-3,-368.4E-3,1.559E3
56.59E-3,-588.1E-3,1.559E3
56.61E-3,-770.8E-3,1.559E3
56.64E-3,-905.0E-3,1.559E3
56.67E-3,-982.4E-3,1.559E3
56.69E-3,-998.0E-3,1.559E3
56.72E-3,-950.9E-3,1.559E3
56.74E-3,-844.1E-3,1.559E3
56.77E-3,-684.2E-3,1.559E3
56.79E-3,-481.3E-3,1.559E3
56.82E-3,-248.2E-3,1.559E3
56.84E-3,44.61E-6,1.565E3
56.87E-3,248.8E-3,1.565E3
56.89E-3,481.8E-3,1.565E3
56.92E-3,684.6E-3,1.565E3
56.95E-3,844.4E-3,1.565E3
56.97E-3,951.1E-3,1.565E3
57.00E-3,998.0E-3,1.565E3
57.02E-3,982.3E-3,1.565E3
57.05E-3,904.7E-3,1.565E3
57.07E-3,770.4E-3,1.565E3
57.10E-3,587.6E-3,1.565E3
57.12E-3,367.9E-3,1.565E3
57.15E-3,125.0E-3,1.565E3
57.18E-3,-125.6E-3,1.565E3
57.20E-3,-368.4E-3,1.565E3
57.23E-3,-588.1E-3,1.565E3
57.25E-3,-770.7E-3,1.565E3
57.28E-3,-905.0E-3,1.565E3
57.30E-3,-982.4E-3,1.565E3
57.33E-3,-998.0E-3,1.565E3
57.35E-3,-950.9E-3,1.565E3
57.38E-3,-844.1E-3,1.565E3
57.40E-3,-684.2E-3,1.565E3
57.43E-3,-481.3E-3,1.565E3
57.45E-3,-248.2E-3,1.565E3
57.48E-3,44.65E-6,1.572E3
57.51E-3,248.8E-3,1.572E3
57.53E-3,481.8E-3,1.572E3
57.56E-3,684.6E-3,1.572E3
57.58E-3,844.4E-3,1.572E3
57.61E-3,951.1E-3,1.572E3
57.63E-3,998.0E-3,1.572E3
57.66E-3,982.3E-3,1.572E3
57.68E-3,904.7E-3,1.572E3
57.71E-3,770.4E-3,1.572E3
57.73E-3,587.6E-3,1.572E3
57.76E-3,367.9E-3,1.572E3
57.78E-3,125.0E-3,1.572E3
57.81E-3,-125.6E-3,1.572E3
57.84E-3,-368.4E-3,1.572E3
57.86E-3,-588.1E-3,1.572E3
57.89E-3,-770.7E-3,1.572E3
57.91E-3,-905.0E-3,1.572E3
57.94E-3,-982.4E-3,1.572E3
57.96E-3,-998.0E-3,1.572E3
